Date,Abberath's Hooves,Abberath's Horn,Abyssus,Acton's Nightmare,Advancing Fortress,Aegis Aurora,Agnerod East,Agnerod North,Agnerod South,Agnerod West,Ahn's Contempt,Ahn's Heritage,Ahn's Might,Al Dhih,Alberon's Warpath,Allelopathy,Allure,Alpha's Howl,Ambu's Charge,Amplification Rod,Anatomical Knowledge,Ancient Waystones,Andvarius,Angler's Plait,Apep's Rage,Apep's Slumber,Apep's Supremacy,Apparitions,Arakaali's Fang,Araku Tiki,Arborix,Architect's Hand,Ascent From Flesh,Asenath's Chant,Asenath's Gentle Touch,Asenath's Mark,Ashcaller,Ashrend,Asphyxia's Wrath,Assassin's Haste,Astramentis,Atziri's Acuity,Atziri's Disfavour,Atziri's Foible,Atziri's Mirror,Atziri's Promise,Atziri's Reflection,Atziri's Reign,Atziri's Splendour,Atziri's Step,Augyre,Aul's Uprising,Aurseize,Aurumvorax,Auxium,Axiom Perpetuum,Balefire,Bated Breath,Belly of the Beast,Belt of the Deceiver,Beltimber Blade,Berek's Grip,Berek's Pass,Berek's Respite,Bino's Kitchen Knife,Bisco's Collar,Bisco's Leash,Bitterdream,Black Sun Crest,Blackgleam,Blackheart,Blasphemer's Grasp,Blightwell,Blood Sacrifice,Blood of Corruption,Blood of the Karui,Bloodboil,Bloodbond,Bloodgrip,Bloodplay,Bloodseeker,Bones of Ullr,Brain Rattler,Bramblejack,Brawn,Breath of the Council,Brightbeak,Brinerot Flag,Brinerot Mark,Brinerot Whalers,Briskwrap,Brittle Barrier,Broadstroke,Broken Faith,Bronn's Lithe,Brute Force Solution,Brutus' Lead Sprinkler,Bubonic Trail,"Caer Blaidd, Wolfpack's Den",Call of the Brotherhood,Callinellus Malleus,Cameria's Avarice,Cameria's Maul,Cane of Unravelling,Cannibalistic Habits,Carcass Jack,Careful Planning,Carnage Heart,Cerberus Limb,Chains of Command,Chalice of Horrors,Cheap Construction,Chernobog's Pillar,Cherrubim's Maleficence,Chill of Corruption,Chin Sol,Chitus' Apex,Chitus' Needle,Chober Chaber,Choir of the Storm,Clayshaper,Clear Mind,Cloak of Defiance,Cloak of Flame,Cloak of Tawm'r Isley,Coated Shrapnel,Coated Weapons,Cold Steel,Collateral Damage,Combat Focus,Combustibles,Command of the Pit,Conqueror's Efficiency,Conqueror's Longevity,Conqueror's Potency,Controlled Energy,Coralito's Signature,Corona Solaris,Corrupted Energy,Coruscating Elixir,Cospri's Malice,Cospri's Will,Coward's Chains,Coward's Legacy,Cragfall,Craghead,Craiceann's Carapace,Craiceann's Chitin,Craiceann's Pincers,Craiceann's Tracks,Crest of Perandus,Crown of Eyes,Crown of Thorns,Crown of the Pale King,Crown of the Tyrant,Crystal Vault,Curtain Call,Cybil's Paw,Cyclopean Coil,Dance of the Offered,Daresso's Courage,Daresso's Defiance,Daresso's Passion,Daresso's Salute,Dark Thoughts,Darkness Enthroned,Darkray Vectors,Darkscorn,Dead Reckoning,Death Rush,Death and Taxes,Death's Door,Death's Hand,Death's Harp,Death's Oath,Death's Opus,Debeon's Dirge,Deerstalker,Deidbell,Deidbellow,Demigod's Stride,Demigod's Touch,Demigod's Triumph,Demon Stitcher,Dendrobate,Devoto's Devotion,Dialla's Malefaction,Disintegrator,Divinarius,Divination Distillate,Doedre's Damning,Doedre's Elixir,Doedre's Malevolence,Doedre's Scorn,Doedre's Skin,Doedre's Tenure,Doomfletch,Doomfletch's Prism,Doomsower,Doon Cuebiyari,Doryani's Catalyst,Doryani's Delusion,Doryani's Fist,Doryani's Invitation,Doryani's Machinarium,Dreadarc,Dreadbeak,Dreadsurge,Dream Fragments,Dreamfeather,Drillneck,Duskblight,Duskdawn,Dusktoe,Dyadian Dawn,Dyadus,Dying Breath,Dying Sun,Earendel's Embrace,Eber's Unification,Eclipse Solaris,Edge of Madness,Efficient Training,Eldritch Knowledge,Emberwake,Emperor's Cunning,Emperor's Mastery,Emperor's Might,Emperor's Wit,Empire's Grasp,Energised Armour,Energy From Within,Ephemeral Edge,Esh's Mirror,Esh's Visage,Essence Worm,Essentia Sanguis,Ewar's Mirage,Extractor Mentis,Eye of Chayula,Eye of Innocence,Eyes of the Greatwolf,Ezomyte Hold,Ezomyte Peak,Facebreaker,Fairgraves' Tricorne,Faminebind,Farrul's Bite,Farrul's Chase,Farrul's Fur,Farrul's Pounce,Fate of the Vaal,Feastbind,Femurs of the Saints,Fencoil,Fenumus' Shroud,Fenumus' Spinnerets,Fenumus' Toxins,Fenumus' Weave,Fertile Mind,Fevered Mind,Fidelitas' Spike,Fight for Survival,Fireborn,First Snow,Flesh and Spirit,Flesh-Eater,Fluid Motion,Forbidden Taste,Fortified Legion,Fox's Fortune,Foxshade,Fragile Bloom,Fragility,From Dust,Frostbreath,Frostferno,Frozen Trail,Gang's Momentum,Garukhan's Flight,Geofri's Baptism,Geofri's Crest,Geofri's Devotion,Geofri's Sanctuary,Giantsbane,Gifts from Above,Glitterdisc,Gloomfang,Gluttony,Goldrim,Goldwyrm,Gorebreaker,Goredrill,Gorgon's Gaze,Grand Spectrum,Great Old One's Ward,Greed's Embrace,Greedtrap,Grelwood Shank,Grip of the Council,Growing Agony,Gruthkul's Pelt,Haemophilia,Hair Trigger,Hale Negator,Hall of Grandmasters,Hallowed Ground,Hand of Thought and Motion,Hand of Wisdom and Action,Hazardous Research,Headhunter,Healthy Mind,Heartbound Loop,Heartbreaker,Heatshiver,Hegemony's Era,Heretic's Veil,Hezmana's Bloodlust,Hidden Potential,Hiltless,Hinekora's Sight,Honourhome,Hopeshredder,Hotfooted,Hrimburn,Hrimnor's Dirge,Hrimnor's Hymn,Hrimnor's Resolve,Hrimsorrow,Hungry Abyss,Hyaon's Fury,Hyrri's Bite,Hyrri's Demise,Hyrri's Ire,Icetomb,Ichimonji,Immortal Flesh,Impresence,Incandescent Heart,Indigon,Inertia,Inevitability,Infernal Mantle,Infractem,Innsbury Edge,Inpulsa's Broken Heart,Inspired Learning,Intuitive Leap,Invictus Solaris,Inya's Epiphany,Iron Commander,Iron Heart,Izaro's Dilemma,Izaro's Turmoil,"Jack, the Axe",Jaws of Agony,Jorrhast's Blacksteel,Kalisa's Grace,Kaltenhalt,Kaltensoul,Kaom's Heart,Kaom's Primacy,Kaom's Roots,Kaom's Sign,Kaom's Way,Karui Charge,Karui Ward,Kiara's Determination,Kikazaru,Kingmaker,Kingsguard,Kintsugi,Kitava's Feast,Kitava's Thirst,Kondo's Pride,Kongming's Stratagem,Kongor's Undying Rage,Lakishu's Blade,Last Resort,Lavianga's Spirit,Lavianga's Wisdom,Le Heup of All,Leer Cast,Leper's Alms,Lifesprig,Light of Lunaris,Lightbane Raiment,Lightning Coil,Lightpoacher,Limbsplit,Lion's Roar,Lioneye's Fall,Lioneye's Glare,Lioneye's Paws,Lioneye's Remorse,Lioneye's Vision,Lochtonial Caress,Loreweave,Lori's Lantern,Lycosidae,Maelström of Chaos,Magna Eclipsis,Malachai's Artifice,Malachai's Awakening,Malachai's Loop,Malachai's Mark,Malachai's Simula,Malachai's Vision,Malicious Intent,Maligaro's Cruelty,Maligaro's Lens,Maligaro's Restraint,Maligaro's Virtuosity,Maloney's Nightfall,Mantra of Flames,Mantra of Force,Mao Kun,Mark of Submission,Mark of the Doubting Knight,Mark of the Elder,Mark of the Red Covenant,Mark of the Shaper,Marohi Erqi,Martial Artistry,Martyr of Innocence,Martyr's Crown,Marylene's Fallacy,Mask of the Spirit Drinker,Mask of the Stitched Demon,Matua Tupuna,Meginord's Girdle,Meginord's Vise,Memory Vault,Midnight Bargain,Might and Influence,Might in All Forms,Might of the Meek,Mightflay,Mind of the Council,Mindspiral,Ming's Heart,Mirebough,Miser of Misery,Mjölner,Mokou's Embrace,Mon'tregul's Grasp,Moonbender's Wing,Moonsorrow,Mortem Morsu,Mutated Growth,Mutewind Pennant,Mutewind Seal,Mutewind Whispersteps,Natural Hierarchy,Nebuloch,Ngamahu Tiki,Ngamahu's Flame,Ngamahu's Sign,Night's Hold,Nomic's Storm,Null and Void,Null's Inclination,Nuro's Harp,Nycta's Lantern,Oba's Cursed Trove,Obliteration,Obscurantis,Olmec's Sanctum,Omen on the Winds,Omeyocan,Ondar's Clasp,Oni-Goroshi,Ornament of the East,Oro's Sacrifice,Oskarm,Overwhelming Odds,Pacifism,Panquetzaliztli,Perandus Blazon,Perandus Signet,Perquil's Toe,Perseverance,Pillar of the Caged God,Pillars of Arun,Piscator's Vigil,Pitch Darkness,Pledge of Hands,Poacher's Aim,Poorjoy's Asylum,Powerlessness,Praxis,Presence of Chayula,Primordial Eminence,Primordial Harmony,Primordial Might,Prism Guardian,Prismatic Eclipse,Prismweave,Projected Force,Pugilist,Pure Talent,Pyre,Quecholli,Queen of the Forest,Queen's Decree,Queen's Escape,Quill Rain,Rain of Splinters,Rainbowstride,Ralakesh's Impatience,Rapid Expansion,Rashkaldor's Patience,Rat's Nest,Rathpith Globe,Razor of the Seventh Sun,Reach of the Council,Realm Ender,Realmshaper,Reaper's Pursuit,Rearguard,Rebuke of the Vaal,Reckless Defence,Redbeak,Redblade Band,Redblade Banner,Redblade Tramplers,Reefbane,Relentless Fury,Repentance,Reverberation Rod,Rigwald's Charge,Rigwald's Command,Rigwald's Crest,Rigwald's Curse,Rigwald's Quills,Rigwald's Savagery,Rime Gaze,Ring of Blades,Rise of the Phoenix,Rive,Rolling Flames,Romira's Banquet,Rotgut,Roth's Reach,Rumi's Concoction,Ryslatha's Coil,Sacrificial Harvest,Sacrificial Heart,Sadima's Touch,Saemus' Gift,Saffell's Frame,Sanguine Gambol,Saqawal's Flock,Saqawal's Nest,Saqawal's Talons,Saqawal's Winds,Scaeva,Scold's Bridle,Self-Flagellation,Selfless Leadership,Sentari's Answer,Seven-League Step,Severed in Sleep,Shackles of the Wretched,Shade of Solaris,Shadows and Dust,Shadowstitch,Shaper's Seed,Shaper's Touch,Shattered Chains,Shavronne's Gambit,Shavronne's Pace,Shavronne's Revelation,Shavronne's Wrappings,Shimmeron,Shiversting,Shroud of the Lightless,Sibyl's Lament,Sidhebreath,Silverbough,Silverbranch,Sin Trek,Sin's Rebirth,Singularity,Sinvicta's Mettle,Sire of Shards,Skin of the Lords,Skin of the Loyal,Skirmish,Skullhead,Skyforth,Slavedriver's Hand,Slitherpinch,Slivertongue,Snakebite,Snakepit,Solaris Lorica,Song of the Sirens,Soul Catcher,Soul Mantle,Soul Ripper,Soul Strike,Soul Taker,Soul Tether,Soul's Wick,Soulthirst,Soulwrest,Southbound,Speaker's Wreath,Specialised,Spine of the First Claimant,Spire of Stone,Spirit Guards,Spirited Response,Spreading Rot,Springleaf,Star of Wraeclast,Starforge,Starkonja's Head,Static Electricity,Steel Spirit,Steppan Eard,Stimulated Growth,Stone of Lazhwar,Storm Cloud,Storm Prison,Stormcharger,Stormfire,Story of the Vaal,String of Servitude,Sturdy Growth,Sudden Ignition,Sunblast,Sundance,Sunspite,Surgebinders,Surplus,Survival Instincts,Survival Secrets,Survival Skills,Tabula Rasa,Taproot,Taryn's Shiver,Tasalio's Sign,Taste of Hate,Tear of Purity,Tempered Flesh,Tempered Mind,Tempered Spirit,Terminus Est,The Anima Stone,The Anticipation,The Anvil,The Ascetic,The Aylardex,The Baron,The Beachhead,The Beast Fur Shawl,The Blood Dance,The Blood Reaper,The Blood Thorn,The Blue Dream,The Blue Nightmare,The Brass Dome,The Brine Crown,The Bringer of Rain,The Broken Crown,The Cauteriser,The Coming Calamity,The Consuming Dark,The Covenant,The Coward's Trial,The Dancing Dervish,The Dancing Duo,The Dark Seer,The Deep One's Hide,The Effigon,The Embalmer,The Enmity Divine,The Eternal Apple,The Flow Untethered,The Formless Flame,The Formless Inferno,The Fracturing Spinner,The Goddess Bound,The Goddess Scorned,The Golden Rule,The Green Dream,The Green Nightmare,The Grey Spire,The Gryphon,The Gull,The Halcyon,The Harvest,The Hungry Loop,The Ignomon,The Infinite Pursuit,The Long Winter,The Magnate,The Nomad,The Oak,The Overflowing Chalice,The Pandemonius,The Pariah,The Perandus Manor,The Peregrine,The Perfect Form,The Poet's Pen,The Primordial Chain,The Princess,The Putrid Cloister,The Rat Cage,The Red Dream,The Red Nightmare,The Red Trail,The Restless Ward,The Retch,The Rippling Thoughts,The Scourge,The Screaming Eagle,The Searing Touch,The Signal Fire,The Snowblind Grace,The Sorrow of the Divine,The Stormheart,The Stormwall,The Supreme Truth,The Surrender,The Tactician,The Taming,The Tempest,The Tempest's Binding,The Tempestuous Steel,The Three Dragons,The Twilight Temple,The Unshattered Will,The Vertex,The Vigil,The Vinktar Square,The Warden's Brand,The Wasp Nest,The Whispering Ice,The Wise Oak,The Writhing Jar,Thief's Torment,Thirst for Horrors,Thousand Ribbons,Thousand Teeth Temu,Three-step Assault,Thunderfist,Tidebreaker,Timeclasp,Timetwist,Tinkerskin,Titucius' Span,To Dust,Tombfist,Touch of Anguish,Transcendent Flesh,Transcendent Mind,Transcendent Spirit,Tremor Rod,Trolltimber Spire,Trypanon,Tukohama's Fortress,Tulborn,Tulfall,Twyzel,Umbilicus Immortalis,Unending Hunger,Ungil's Gauche,Ungil's Harmony,United in Dream,Unnatural Instinct,Unstable Payload,Untainted Paradise,Unyielding Flame,Uul-Netol's Embrace,Uul-Netol's Kiss,Vaal Caress,Vaal Sentencing,Valako's Sign,Valyrium,Vampire's Might,Varunastra,Vaults of Atziri,Veil of the Night,Ventor's Gamble,Veruso's Battering Rams,Vessel of Vinktar,Victario's Acuity,Victario's Charity,Victario's Flight,Victario's Influence,Violent Dead,Viper's Scales,Vis Mortis,Vix Lunaris,Voice of the Storm,Void Battery,Voidbringer,Voideye,Voidfletcher,Voidforge,Voidheart,Voidhome,Voidwalker,Volkuur's Guidance,Voll's Devotion,Voll's Protector,Voll's Vision,Volley Fire,Voltaxic Rift,Vulconus,Wake of Destruction,Wall of Brambles,Wanderlust,Warlord's Reach,Warped Timepiece,Watcher's Eye,Weight of Sin,Weight of the Empire,Whakawairua Tuahu,Wheel of the Stormsail,White Wind,Wideswing,Widowmaker,Wildfire,Wildslash,Wildwrap,Windripper,Winds of Change,Windscream,Windshriek,Wings of Entropy,Winter Burial,Winter's Bounty,Winterheart,Winterweave,Wisdom of the Path Not Taken,Witchfire Brew,Wondertrap,Wraithlord,Wurm's Molt,Wyrmsign,Xirgil's Crank,Xoph's Blood,Xoph's Heart,Xoph's Inception,Xoph's Nurture,Ylfeban's Trickery,Yoke of Suffering,Yriel's Fostering,Zahndethus' Cassock,Zeel's Amplifier,Zerphi's Heart,Zerphi's Last Breath,Zerphi's Youth
01 Sep,40,0.351648351648352,1,10,1,40,2,2,3,4,1,2,10,0.642857142857143,1,1,1,-1,3,4,2,-1,6,-1,1,-1,-1,0.785714285714286,4,0.988095238095238,-1,-1,12,9,0.914285714285714,0.984126984126984,0.892857142857143,0.697254335260116,0.897959183673469,0.71494632535095,35,-1,-1,4,1,7.75,-1,1,-1,5,-1,-1,2,1,-1,2,10,1,27,3,-1,-1,4,-1,1,180,18,1,1,0.40672268907563,2,-1,200,1,-1,-1,2,2,8,0.666666666666667,10,2,-1,0.500825763831544,0.952380952380952,40,5,1,1.76470588235294,3,0.595788604459125,1,-1,5,1,0.430222956234517,626.526315789474,2,11,13,2,-1,1,0.964285714285714,-1,20,2,7.5,200,-1,0.457142857142857,0.964285714285714,1,8,-1,13,1,1,4,-1,2,6,80,0.535714285714286,-1,0.642857142857143,-1,1,0.571428571428571,1.25,1,-1,0.791716953566665,1,0.775982069128229,-1,1,1,-1,-1,10,5,-1,-1,0,0.32374799630835,-1,-1,-1,-1,1,2,1,-1,-1,4,0.510204081632653,0.976190476190476,-1,-1,0.857142857142857,1,1,-1,-1,4,1,1,6,-1,0,0,-1,1.5,2,13,1,1,1,14,-1,-1,-1,1,1,23,2,-1,16,6.5,2,0.380952380952381,-1,0.942857142857143,9,0.728571428571429,0.988095238095238,10,8,-1,85,-1,1,3,-1,1,-1,-1,4.5,7,8,0,-1,0.892857142857143,3,1,1,-1,1,-1,1,5,8,1,2,0,75,-1,0,1,0.964285714285714,0,1,50,-1,37,1,1,0.714285714285714,0.644508670520231,-1,-1,-1,0.285714285714286,3.5,0.286314525810324,15,-1,-1,-1,-1,-1,-1,0.928571428571429,0.36734693877551,-1,-1,-1,-1,1,0,1,0.795918367346939,8,0.989010989010989,10,1,2,1,0.928571428571429,-1,0.633124926271086,0.286815304156345,-1,4,4,85,0.938775510204082,0.571428571428571,0,0.982142857142857,1,5,6,0.357142857142857,-1,1,0,0.881652661064426,7.66666666666667,8.5,0.825763831544178,0.285714285714286,0,2,10.5,5,-1,-1,-1,0.821428571428571,14,1,1,-1,25,22,7,-1,0.914285714285714,-1,2,2,2,0.714285714285714,-1,-1,4,20,1,-1,0.857142857142857,50,0.430222956234517,9,12,0.732555739058629,1,2,-1,2,1,10,2,1,7,1,-1,15,-1,1,1,1,2,2,155,-1,23,-1,-1,1,1,1,2,6,1,-1,1,0.828571428571429,1.5,275,1,10.5,2,99,-1,1,7,4,-1,0.964285714285714,-1,-1,1,1.5,0.928571428571429,3,1,0.988095238095238,-1,0.964285714285714,4.66666666666667,1,-1,1.72727272727273,0,1,5,5,1,12.3333333333333,-1,10,0.92063492063492,15,2,3,-1,2,42.5,10,-1,2,-1,1,1,0.714285714285714,-1,1,1,1,1,1,2,2,-1,15,2,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,3,1,-1,1,1,1,40,0.971428571428572,-1,2,4,11,-1,-1,2,1,1,1,1,-1,1,3,1,-1,-1,30,20,5,-1,0.714836223506744,-1,2,1,2,-1,1,-1,14,0.714285714285714,0,0.6,-1,1,1,20,0.785714285714286,2,-1,1,-1,5,25,0.523809523809524,0,3,-1,3,0.841269841269841,16,0,1.625,-1,1,7,65,-1,5.5,1,-1,0.952380952380952,8,2,1,38,0.375,0,3,3,3,1,1,0.571428571428571,1,5,-1,-1,4,0.964285714285714,2,1,1,2,1,3,2,4,-1,1,1,1,1,100,-1,-1,-1,-1,0.928571428571429,0.693877551020408,2.66666666666667,3,1,2,0.857803468208093,0.821703826039086,24.5,-1,0,-1,0.945054945054945,1,2.5,-1,-1,-1,31.3263157894737,-1,3,-1,5,-1,1,-1,-1,0.285714285714286,1,-1,-1,2,-1,0.857142857142857,-1,1,-1,170,-1,1,0,2,1,19,1,1,50,5,2,0.952380952380952,0,55,1,2,-1,200,1,-1,0.971428571428572,-1,1,-1,-1,1,-1,-1,-1,0.928571428571429,1,2,10,1,1,-1,1,1,1,1,1,1,-1,-1,5,1,1,15,-1,0.916666666666667,1,0.53654004954583,0.793650793650794,-1,200,-1,-1,0.642857142857143,0.857142857142857,1,-1,1,-1,0.287035507844756,1,1,17.3333333333333,0.857142857142857,3,-1,95,0.428571428571429,-1,-1,-1,1.5,-1,149,0.979591836734694,15,1,9.5,-1,5,1,2,0.4,-1,-1,-1,-1,15,1,6,6,1,1,-1,1,-1,-1,1,-1,2,-1,0.964285714285714,-1,40,-1,-1,1,-1,1,-1,-1,35,6,-1,-1,-1,-1,0.816326530612245,4,5.5,1,15,7,1,200,0,-1,1,-1,45,4,2,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,2.75,5,0.380952380952381,1,-1,6,0,10,-1,1,-1,4,1,-1,0,-1,3,-1,2,1,1,3,9.5,31.5,2,0.628571428571429,0.928571428571429,0.982142857142857,2,50,2,-1,10,4,5,14,5.5,-1,-1,-1,1,35,-1,-1,4.5,-1,0.447612571039977,-1,11,0.738095238095238,1,-1,145,1,-1,-1,-1,0,0,-1,-1,2,-1,-1,8,0.952380952380952,12.5,0.952380952380952,-1,-1,1.25,1,9,0.99047619047619,1,32,-1,0,-1,1,30,-1,-1,-1,0.571428571428571,-1,-1,-1,0.642857142857143,10,1,5,-1,1,15,2.16666666666667,0.685714285714286,1,-1,0,0.952380952380952,4,0.285714285714286,2,0.984126984126984,1,1,0.987012987012987,-1,200,3,1,-1,1,1,1,5,-1,-1,25,0.321428571428571,0.982142857142857,0.976190476190476,1,1,-1,198,0,35,-1,-1,-1,0.971428571428572,1,-1,-1,-1
02 Sep,33,0.451908802913899,2,8,1,65,2,1.75,2,2,1,1,8,0.95,1,5,1,5,1.66666666666667,4,3,0.276047565118913,3,-1,2,-1,-1,0.52678156917363,6,0.795891608391608,-1,-1,9,6,0.995192307692308,1,0.796875,0.920454545454545,0.64441341501081,0.455930394633679,40,-1,-1,4.33333333333333,0.8125,4.33333333333333,-1,2,-1,4,-1,-1,0.977272727272727,1.75,10,2,4,0.983333333333333,38,3.25,-1,65,14,-1,0.979166666666667,132.5,15,0.979166666666667,1,0.371653049668338,2,4,-1,1,-1,30,2,2,5,0.567307692307692,4.5,1.36363636363636,-1,0.3125,1,55,5,1,4,2,0.791666666666667,1,-1,5,1,0.737849188372971,300,2,7,8.5,6,-1,0.9765625,1,-1,5,2,12,50,35,0.698863636363636,0.894886363636364,1,5.5,-1,12,0.9375,1,2.2,0,2,8,50,0.75,-1,0.428386891279728,-1,1,0.991071428571429,1,1,-1,0.787551975051975,0.9375,1,-1,1,1,0,9,4.5,8,-1,-1,2,0.334821428571428,-1,-1,-1,-1,0.987012987012987,2,0.389324391279728,-1,-1,4,0.408653846153846,0.916666666666667,0,-1,0.831380945639864,1,0.879626036477679,36,-1,2.33333333333333,0.989583333333333,1,9,9,5,149,12,1,2,9.5,0.975,1,1,9,-1,-1,-1,1,1,14.5,2,-1,9,5.33333333333333,2,0.340909090909091,25,0.883928571428571,7,0.606972515027441,0.860576923076923,10,3,10,70,0,1,1,0,0.942307692307692,-1,-1,3.5,4,10,0,-1,0.918269230769231,2.5625,1,1,-1,0.9375,-1,0.925,5,5,1,2,0,75,-1,0,0.96875,0.885416666666667,15,0.99375,75,-1,-1,0.9375,0.78683162109691,0.550627406919028,0.9875,-1,0,4,0.3125,4,0.379464285714286,10,-1,-1,-1,-1,-1,45,1,0.379464285714286,-1,0,-1,-1,1,0,1,0.9625,4,0.993939393939394,9,1,2,0.90625,0.958333333333333,5,0.71875,0.65625,14,4,1.6,75,0.956730769230769,0.677083333333333,-1,1,0.96875,5,14,0.508815010018294,50,0.96875,15,0.525918283973792,6.8,10,1,0.3125,0,2,10,1,-1,-1,0,0.991071428571429,7.5,0.881944444444444,1,-1,7,9,3,-1,0.979166666666667,-1,1,2,1,0.661458869556265,-1,45,2,13,1,-1,0.681891933095217,75,0.450523782559456,15,0,0.879807692307692,1,2,0,1,1,7.5,2,0.984375,7,0.901785714285714,-1,7.5,-1,1,0.990909090909091,1,1,2,119,70,10,25,34,0.589285714285714,1,1,2,3,1.0875,-1,0.991071428571429,0.627977875748261,2,195,1,13.3333333333333,2,160,10,1,4,3.5,-1,0.960227272727273,15,99,1,1.4,0.887073863636364,2,1,0.980769230769231,-1,0.984375,7,1,-1,2,98.9545245751034,0.446428571428571,3,2.4,0.989042207792208,14,55,3,0.840909090909091,15,2,2.75,228,2,36.5,4,-1,2,-1,1,-1,0.470314269535674,-1,0.984375,1,0.796875,1,1,5,1,-1,12,2,0.6875,-1,1,-1,1,1,-1,5,1,0,-1,0.822916666666667,2,1,-1,1,0.925,0.9375,55,1,18,0.958333333333333,3,10,-1,32.9848415250345,2,1,1.0625,0.991071428571429,1,-1,1.25,3,1,-1,60,9,15,-1,-1,0.811343903359758,-1,1,1,1,24.5,1,-1,9,0.776785714285714,0,0.596153846153846,65,1,1,15,1,1,10,1,0,2,12,0.7421875,3.5,1.33333333333333,3,2,0.79836393787413,13.5,1,1,-1,1,8,70,36,4,0.989042207792208,-1,1.01515151515152,7,2,0.988636363636364,33.5,0.666083916083916,-1,2.4,1,2,1,0.892857142857143,0.625,1,14,-1,10,5,0.305574324324324,1,1.25,0.8375,2,1,3,1.66666666666667,2,-1,1,1,0.995833333333333,1,100,50,329.848415250344,-1,-1,0.979166666666667,0.612690466385257,1.16666666666667,1.33333333333333,1.08333333333333,3,0.875,0.6875,7.5,0,3,-1,0.680506993006993,1,2,-1,-1,-1,-1,-1,2.75,-1,3,-1,0.625,50,98.9545245751034,0.3125,8,-1,-1,2,-1,0.958333333333333,3,0.942307692307692,-1,220,-1,0.917039111794208,-1,2,1,-1,1,1,47,7,1,1.5,-1,20,0.846354756511891,2,-1,-1,0.946428571428571,-1,1.07142857142857,-1,0.989583333333333,-1,-1,1,-1,20,140,0.9875,1,1.5,3,1,1,-1,1,1.1,1,1,0.991071428571429,1,-1,-1,10.625,1,1,4,-1,0.725961538461538,1,0.483260192525481,0.838541666666667,180,-1,-1,-1,0.416666666666667,0.875,1,-1,1,-1,0.694942161462546,0.65625,0.3125,18.6666666666667,0.5234375,1,25,100,0.650174594186485,-1,-1,-1,1,-1,65,0.988636363636364,25,0.979166666666667,7,-1,1.66666666666667,1,1,0.439429080836216,-1,-1,-1,3,11,0.96875,8,2,1,1,10,1,-1,-1,0.995833333333333,-1,1,-1,0.846354756511891,-1,0,65.9696830500689,-1,0.9875,-1,1.04166666666667,-1,-1,24,10,-1,-1,-1,65.9696830500689,0.761619043470685,2,5.66666666666667,0.9921875,15,5,0.99375,-1,11,60,1.04166666666667,-1,46,4,2.85714285714286,40,-1,-1,-1,-1,1,-1,50,-1,1,1,3,4,0.725261891279728,0.9921875,12,10,180,10,-1,2,989.545245751034,5,1,20,0,-1,2,-1,2,1,0.9875,4,6.5,28,-1,0.507378963759909,0.849431818181818,0.948863636363636,2,35,2,50,4.5,2,4.75,5.875,3,-1,-1,-1,0.456599188372971,-1,15,-1,2,0,0.357142857142857,10,13,0.995535714285714,0.78683162109691,-1,95,1,-1,40,-1,4,50,1,-1,2,-1,-1,4.33333333333333,0.3125,8.8,0.90625,35,10,1.4,1,3,1,0.835654596100279,15.5,25,47,-1,0.961647727272727,30,-1,-1,-1,0.984375,-1,25,100,0.51941341501081,2,1,1,-1,0.995833333333333,15,2.83333333333333,0.76941341501081,1,100,1,1,4,0.3125,1,1,0.895833333333333,1,0.862580581932224,10,190,2,1,-1,1,1,1,6,5,-1,23,0.352164822719749,0.995535714285714,0.962256493506493,1,0,-1,173,3,18,-1,-1,80,1,1,-1,-1,-1
